ID,Время создания,Время изменения,Ваш пол,Сколько вам лет?,"Укажите тип населённого пункта, в котором вы проживаете.",Источник ответов,Кого бы вы НЕ хотели видеть своим соседом? / Наркозависимого,Кого бы вы НЕ хотели видеть своим соседом? / Человека другой расы,Кого бы вы НЕ хотели видеть своим соседом? / Гомосексуала,Кого бы вы НЕ хотели видеть своим соседом? / Иммигранта,Кого бы вы НЕ хотели видеть своим соседом? / Человека другой религии,Кого бы вы НЕ хотели видеть своим соседом? / Не против любого из перечисленных,"Согласны ли вы с утверждением: В целом, из мужчин получаются более хорошие политические лидеры, чем из женщин?","Согласны ли вы с утверждением: Гомосексуальные пары такие же хорошие родители, как и другие пары?",Согласны ли вы с утверждением: Религия играет важную роль в моей жизни.,Могли бы вы посетить несанкционированный политический митинг?,Доверяете ли вы Правительству?,Доверяете ли вы полиции?,"Согласны ли вы с утверждением: Среди политических лидеров женщины более компетентны, чем мужчины",Одобряете ли вы деятельность Владимира Путина?,"По вашему мнению, как часто в вашей стране фальсифицируют выборы?","По вашему мнению, какой должна быть иммиграционная политика?",Доверяете ли вы движениям за женские права?,"Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Для мужчины оправдано ударить свою жену","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Гомосексуализм - это норма","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Проституция может быть оправдана","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Аборт может быть оправдан","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Родители могут ударить своего ребёнка","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Секс до брака - это норма","""Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен)"""" / Религия НЕ играет важную роль в моей жизни","""Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен)"""" / Мужчины лучше справляются с ответственными должностями","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Самоубийство может быть оправдано","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Эвтаназия может быть оправдана","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Случайные половые связи могут быть оправданы","За какую партию вы бы проголосовали, если бы выборы были бы завтра?",failed_sexism_check,failed_religion_check,invalid_age,invalid_sex,failed_control
1090602536,2022-02-09 20:56:50,2022-02-09 20:56:50,Мужской,более 50,крупный город (свыше 500 тыс. жителей),male_50,Наркозависимого,,,,,,Скорее согласен,Полностью не согласен,Абсолютно не согласен,Никогда бы не посетил,Скорее доверяю,Скорее доверяю,Абсолютно не согласен,Одобряю,Не очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Абсолютно не доверяю,1.0,1.0,5.0,5.0,2.0,9.0,2.0,8.0,1.0,2.0,5.0,Единая Россия,False,True,False,False,True
1090602037,2022-02-09 20:56:24,2022-02-09 20:56:24,Мужской,более 50,средний город (50-100 тыс. жителей),male_50,,,,,,Не против любого из перечисленных,Полностью согласен,Полностью согласен,Абсолютно не согласен,Уже посещал,Скорее не доверяю,Скорее не доверяю,Абсолютно не согласен,Одобряю,Скорее часто,"Пускать всех желающих до тех пор, пока есть рабочие места",Абсолютно доверяю,1.0,10.0,10.0,1.0,1.0,10.0,10.0,10.0,1.0,6.0,10.0,ЛДПР,False,False,False,False,False
1090601854,2022-02-09 20:56:15,2022-02-09 20:56:15,Мужской,более 50,средний город (50-100 тыс. жителей),male_50,Наркозависимого,,,,,,Полностью не согласен,Затрудняюсь ответить,Абсолютно не согласен,Мог бы посетить,Полностью не доверяю,Скорее не доверяю,Скорее согласен,Не одобряю,Очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее доверяю,1.0,5.0,3.0,5.0,1.0,8.0,10.0,3.0,5.0,8.0,5.0,Зелёные,False,False,False,False,False
1090601687,2022-02-09 20:56:07,2022-02-09 20:56:07,Мужской,более 50,сельский населённый пункт,male_50,Наркозависимого,,Гомосексуала,,,,Скорее не согласен,"Ни согласен, ни несогласен",Абсолютно не согласен,Мог бы посетить,Полностью не доверяю,Скорее доверяю,Абсолютно не согласен,Не одобряю,Очень часто,"Пускать всех желающих до тех пор, пока есть рабочие места",Затрудняюсь ответить,2.0,3.0,10.0,10.0,2.0,10.0,8.0,1.0,8.0,8.0,10.0,Яблоко,False,False,False,False,False
1090601609,2022-02-09 20:56:03,2022-02-09 20:56:03,Мужской,более 50,крупный город (свыше 500 тыс. жителей),male_50,Наркозависимого,,,Иммигранта,,,Скорее не согласен,"Ни согласен, ни несогласен",Скорее не согласен,Уже посещал,Полностью не доверяю,Полностью не доверяю,Затрудняюсь ответить,Не одобряю,Очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Абсолютно доверяю,1.0,1.0,5.0,10.0,3.0,5.0,10.0,3.0,8.0,9.0,8.0,Яблоко,True,False,False,False,True
1090601494,2022-02-09 20:55:57,2022-02-09 20:55:57,Мужской,более 50,крупный город (свыше 500 тыс. жителей),male_50,Наркозависимого,Человека другой расы,Гомосексуала,Иммигранта,,,Скорее согласен,Полностью не согласен,Скорее не согласен,Затрудняюсь ответить,Скорее не доверяю,Скорее не доверяю,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее не доверяю,1.0,1.0,1.0,6.0,2.0,5.0,9.0,6.0,9.0,1.0,6.0,Справедливая Россия - За Правду,True,False,False,False,True
1090601426,2022-02-09 20:55:54,2022-02-09 20:55:54,Мужской,более 50,крупный город (свыше 500 тыс. жителей),male_50,Наркозависимого,,,,,,Скорее согласен,Полностью не согласен,Абсолютно согласен,Никогда бы не посетил,Полностью доверяю,Полностью доверяю,Скорее не согласен,Одобряю,Совсем не часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее не доверяю,1.0,1.0,8.0,10.0,5.0,6.0,1.0,9.0,7.0,9.0,8.0,Единая Россия,False,False,False,False,False
1090601373,2022-02-09 20:55:51,2022-02-09 20:55:51,Мужской,более 50,крупный город (свыше 500 тыс. жителей),male_50,Наркозависимого,Человека другой расы,Гомосексуала,Иммигранта,,,Скорее согласен,Полностью не согласен,Скорее согласен,Мог бы посетить,Скорее доверяю,Скорее доверяю,Затрудняюсь ответить,Одобряю,Скорее часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее не доверяю,2.0,1.0,10.0,10.0,2.0,10.0,2.0,8.0,10.0,10.0,10.0,Справедливая Россия - За Правду,True,False,False,False,True
1090601351,2022-02-09 20:55:50,2022-02-09 20:55:50,Мужской,более 50,сельский населённый пункт,male_50,Наркозависимого,,Гомосексуала,Иммигранта,,,Полностью согласен,Полностью не согласен,Скорее согласен,Уже посещал,Полностью не доверяю,Скорее не доверяю,Абсолютно не согласен,Не одобряю,Очень часто,Запретить приезжать сюда из других стран,Скорее не доверяю,2.0,1.0,1.0,3.0,3.0,3.0,3.0,6.0,1.0,3.0,4.0,Справедливая Россия - За Правду,False,False,False,False,False
1090601136,2022-02-09 20:55:39,2022-02-09 20:55:39,Мужской,30-49,средний город (50-100 тыс. жителей),male_50,Наркозависимого,,,,,,Скорее не согласен,Полностью согласен,Скорее не согласен,Никогда бы не посетил,Скорее не доверяю,Скорее доверяю,Скорее не согласен,Одобряю,Не очень часто,"Пускать всех желающих до тех пор, пока есть рабочие места",Скорее доверяю,1.0,10.0,5.0,10.0,1.0,10.0,10.0,1.0,10.0,10.0,10.0,Единая Россия,False,False,True,False,False
1090601057,2022-02-09 20:55:35,2022-02-09 20:55:35,Мужской,более 50,средний город (50-100 тыс. жителей),male_50,Наркозависимого,,,,,,Скорее согласен,Скорее не согласен,Скорее не согласен,Никогда бы не посетил,Полностью доверяю,Скорее доверяю,Скорее не согласен,Одобряю,Совсем не часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Абсолютно не доверяю,2.0,1.0,5.0,6.0,4.0,6.0,10.0,6.0,6.0,10.0,2.0,Единая Россия,False,False,False,False,False
1090600879,2022-02-09 20:55:26,2022-02-09 20:55:26,Мужской,более 50,средний город (50-100 тыс. жителей),male_50,Наркозависимого,,,,,,Скорее не согласен,"Ни согласен, ни несогласен",Скорее согласен,Никогда бы не посетил,Скорее не доверяю,Скорее не доверяю,Скорее не согласен,Одобряю,Совсем не часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее не доверяю,3.0,1.0,8.0,5.0,5.0,7.0,2.0,5.0,1.0,5.0,8.0,Единая Россия,False,False,False,False,False
1090600505,2022-02-09 20:55:08,2022-02-09 20:55:08,Мужской,более 50,крупный город (свыше 500 тыс. жителей),male_50,Наркозависимого,,,,,,Скорее согласен,"Ни согласен, ни несогласен",Скорее не согласен,Затрудняюсь ответить,Скорее доверяю,Скорее доверяю,Скорее не согласен,Одобряю,Не очень часто,Затрудняюсь ответить,Скорее доверяю,4.0,3.0,5.0,7.0,1.0,9.0,7.0,7.0,8.0,10.0,8.0,Единая Россия,False,False,False,False,False
1090600201,2022-02-09 20:54:54,2022-02-09 20:54:54,Мужской,более 50,крупный город (свыше 500 тыс. жителей),male_50,Наркозависимого,,,,,,Полностью согласен,Полностью не согласен,Абсолютно не согласен,Мог бы посетить,Скорее не доверяю,Скорее не доверяю,Абсолютно не согласен,Не одобряю,Затрудняюсь ответить,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Абсолютно не доверяю,1.0,1.0,10.0,10.0,3.0,6.0,10.0,8.0,10.0,10.0,6.0,Зелёные,False,False,False,False,False
1090600148,2022-02-09 20:54:51,2022-02-09 20:54:51,Мужской,более 50,крупный город (свыше 500 тыс. жителей),male_50,Наркозависимого,,,,,,Затрудняюсь ответить,"Ни согласен, ни несогласен",Скорее не согласен,Уже посещал,Скорее не доверяю,Скорее не доверяю,Затрудняюсь ответить,Не одобряю,Очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее доверяю,9.0,9.0,7.0,10.0,6.0,9.0,7.0,7.0,8.0,9.0,9.0,Гражданская платформа,False,False,False,False,False
1090599969,2022-02-09 20:54:41,2022-02-09 20:54:41,Мужской,более 50,средний город (50-100 тыс. жителей),male_50,Наркозависимого,,Гомосексуала,,,,Скорее не согласен,Полностью не согласен,Абсолютно согласен,Никогда бы не посетил,Полностью доверяю,Скорее доверяю,Скорее согласен,Одобряю,Совсем не часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее не доверяю,1.0,1.0,4.0,5.0,5.0,4.0,8.0,6.0,1.0,1.0,1.0,Единая Россия,False,True,False,False,True
1090599938,2022-02-09 20:54:40,2022-02-09 20:54:40,Мужской,более 50,крупный город (свыше 500 тыс. жителей),male_50,,,,,,Не против любого из перечисленных,Скорее согласен,Полностью не согласен,Скорее согласен,Затрудняюсь ответить,Скорее не доверяю,Скорее не доверяю,Скорее не согласен,Не одобряю,Очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Абсолютно не доверяю,2.0,1.0,5.0,7.0,5.0,5.0,3.0,9.0,1.0,1.0,7.0,Коммунистическая партия Коммунисты России,False,False,False,False,False
1090599908,2022-02-09 20:54:38,2022-02-09 20:54:38,Мужской,более 50,средний город (50-100 тыс. жителей),male_50,Наркозависимого,,Гомосексуала,,,,Скорее согласен,Полностью не согласен,Скорее согласен,Затрудняюсь ответить,Скорее доверяю,Затрудняюсь ответить,Затрудняюсь ответить,Одобряю,Совсем не часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее доверяю,1.0,1.0,1.0,5.0,3.0,2.0,5.0,5.0,1.0,2.0,2.0,Родина,True,False,False,False,True
1090599871,2022-02-09 20:54:36,2022-02-09 20:54:36,Мужской,более 50,крупный город (свыше 500 тыс. жителей),male_50,Наркозависимого,,,,,,Полностью согласен,Скорее не согласен,Скорее не согласен,Мог бы посетить,Скорее доверяю,Скорее доверяю,Скорее не согласен,Одобряю,Совсем не часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Затрудняюсь ответить,1.0,1.0,5.0,3.0,2.0,2.0,9.0,8.0,3.0,3.0,3.0,Единая Россия,False,False,False,False,False
1090599773,2022-02-09 20:54:32,2022-02-09 20:54:32,Мужской,более 50,крупный город (свыше 500 тыс. жителей),male_50,Наркозависимого,,Гомосексуала,,,,Скорее согласен,Полностью не согласен,Абсолютно не согласен,Никогда бы не посетил,Скорее доверяю,Скорее не доверяю,Скорее не согласен,Одобряю,Не очень часто,"Пускать всех желающих до тех пор, пока есть рабочие места",Скорее не доверяю,1.0,1.0,5.0,10.0,5.0,6.0,10.0,7.0,10.0,10.0,5.0,Справедливая Россия - За Правду,False,False,False,False,False
1090599717,2022-02-09 20:54:29,2022-02-09 20:54:29,Мужской,более 50,крупный город (свыше 500 тыс. жителей),male_50,,,,,,Не против любого из перечисленных,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,Партия пенсионеров,False,True,False,False,True
1090599639,2022-02-09 20:54:25,2022-02-09 20:54:25,Мужской,более 50,средний город (50-100 тыс. жителей),male_50,Наркозависимого,,Гомосексуала,,,,Скорее не согласен,Полностью не согласен,Абсолютно согласен,Мог бы посетить,Скорее доверяю,Скорее не доверяю,Скорее согласен,Затрудняюсь ответить,Не очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее доверяю,1.0,1.0,5.0,5.0,3.0,5.0,1.0,3.0,4.0,4.0,5.0,КПРФ,False,False,False,False,False
1090599573,2022-02-09 20:54:22,2022-02-09 20:54:22,Мужской,30-49,крупный город (свыше 500 тыс. жителей),male_50,Наркозависимого,,,,,,Скорее не согласен,Полностью не согласен,Абсолютно согласен,Никогда бы не посетил,Скорее доверяю,Скорее доверяю,Скорее согласен,Одобряю,Не очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее не доверяю,1.0,1.0,4.0,3.0,3.0,10.0,1.0,5.0,2.0,9.0,8.0,Единая Россия,False,False,True,False,False
1090599445,2022-02-09 20:54:15,2022-02-09 20:54:15,Мужской,более 50,сельский населённый пункт,male_50,Наркозависимого,,,,,,Полностью согласен,Полностью согласен,Абсолютно не согласен,Никогда бы не посетил,Полностью доверяю,Скорее не доверяю,Абсолютно согласен,Одобряю,Не очень часто,Мы должны пускать всех желающих,Абсолютно доверяю,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,6.0,Единая Россия,True,True,False,False,True
1090599224,2022-02-09 20:54:07,2022-02-09 20:54:07,Мужской,более 50,крупный город (свыше 500 тыс. жителей),male_50,,,,Иммигранта,,,Скорее согласен,Полностью не согласен,Скорее согласен,Мог бы посетить,Полностью не доверяю,Полностью не доверяю,Абсолютно не согласен,Затрудняюсь ответить,Очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Абсолютно не доверяю,3.0,1.0,3.0,8.0,8.0,2.0,5.0,7.0,5.0,3.0,2.0,КПРФ,False,False,False,False,False
1090598917,2022-02-09 20:53:51,2022-02-09 20:53:51,Мужской,более 50,средний город (50-100 тыс. жителей),male_50,Наркозависимого,,Гомосексуала,,,,Скорее согласен,Полностью не согласен,Скорее не согласен,Никогда бы не посетил,Скорее доверяю,Скорее доверяю,Скорее не согласен,Одобряю,Совсем не часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Абсолютно не доверяю,1.0,1.0,1.0,1.0,1.0,4.0,5.0,5.0,1.0,6.0,6.0,Единая Россия,False,False,False,False,False
1090598646,2022-02-09 20:53:37,2022-02-09 20:53:37,Мужской,более 50,крупный город (свыше 500 тыс. жителей),male_50,Наркозависимого,,,,Человека другой религии,,Полностью согласен,Полностью не согласен,Скорее согласен,Мог бы посетить,Полностью не доверяю,Скорее не доверяю,Абсолютно не согласен,Не одобряю,Очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Абсолютно не доверяю,1.0,1.0,6.0,6.0,7.0,4.0,1.0,8.0,5.0,7.0,5.0,Справедливая Россия - За Правду,False,False,False,False,False
1090598365,2022-02-09 20:53:21,2022-02-09 20:53:21,Мужской,более 50,крупный город (свыше 500 тыс. жителей),male_50,,,Гомосексуала,,,,Полностью согласен,"Ни согласен, ни несогласен",Затрудняюсь ответить,Никогда бы не посетил,Скорее доверяю,Скорее доверяю,Скорее не согласен,Одобряю,Совсем не часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее не доверяю,7.0,1.0,4.0,3.0,2.0,10.0,9.0,9.0,8.0,8.0,9.0,Единая Россия,False,True,False,False,True
1090598240,2022-02-09 20:53:15,2022-02-09 20:53:15,Мужской,более 50,крупный город (свыше 500 тыс. жителей),male_50,Наркозависимого,,,Иммигранта,,,Скорее согласен,Полностью не согласен,Скорее согласен,Мог бы посетить,Скорее не доверяю,Скорее не доверяю,Абсолютно не согласен,Не одобряю,Очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Абсолютно не доверяю,1.0,1.0,9.0,5.0,4.0,7.0,5.0,7.0,1.0,10.0,10.0,КПРФ,False,False,False,False,False
1090597672,2022-02-09 20:52:47,2022-02-09 20:52:47,Мужской,более 50,крупный город (свыше 500 тыс. жителей),male_50,Наркозависимого,,Гомосексуала,Иммигранта,,,Скорее согласен,Полностью не согласен,Абсолютно не согласен,Никогда бы не посетил,Скорее не доверяю,Скорее не доверяю,Скорее не согласен,Затрудняюсь ответить,Скорее часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее не доверяю,1.0,1.0,5.0,5.0,1.0,6.0,10.0,6.0,1.0,3.0,3.0,КПРФ,False,False,False,False,False
1090597622,2022-02-09 20:52:45,2022-02-09 20:52:45,Мужской,30-49,средний город (50-100 тыс. жителей),male_50,,Человека другой расы,,,,,Полностью согласен,Скорее согласен,Абсолютно не согласен,Уже посещал,Полностью доверяю,Скорее не доверяю,Скорее согласен,Не одобряю,Скорее часто,"Пускать всех желающих до тех пор, пока есть рабочие места",Абсолютно доверяю,5.0,2.0,4.0,6.0,7.0,7.0,6.0,5.0,7.0,5.0,4.0,Зелёные,False,False,True,False,False
1090597439,2022-02-09 20:52:35,2022-02-09 20:52:35,Мужской,более 50,крупный город (свыше 500 тыс. жителей),male_50,Наркозависимого,,,,,,Полностью согласен,Скорее согласен,Скорее согласен,Мог бы посетить,Скорее доверяю,Скорее доверяю,Скорее согласен,Одобряю,Скорее часто,Мы должны пускать всех желающих,Скорее доверяю,9.0,8.0,9.0,9.0,9.0,9.0,9.0,8.0,9.0,9.0,9.0,Единая Россия,False,True,False,False,True
1090528819,2022-02-09 19:51:19,2022-02-09 19:51:19,Мужской,более 50,крупный город (свыше 500 тыс. жителей),male_50,Наркозависимого,,,,,,Полностью согласен,Полностью не согласен,Абсолютно не согласен,Никогда бы не посетил,Полностью доверяю,Скорее доверяю,Скорее не согласен,Одобряю,Совсем не часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Абсолютно не доверяю,2.0,1.0,8.0,8.0,10.0,8.0,10.0,10.0,2.0,7.0,8.0,Справедливая Россия - За Правду,False,False,False,False,False
1090519940,2022-02-09 19:43:20,2022-02-09 19:43:20,Мужской,более 50,крупный город (свыше 500 тыс. жителей),male_50,Наркозависимого,,,,,,Скорее согласен,"Ни согласен, ни несогласен",Скорее не согласен,Никогда бы не посетил,Скорее доверяю,Затрудняюсь ответить,Скорее не согласен,Одобряю,Совсем не часто,Запретить приезжать сюда из других стран,Абсолютно не доверяю,1.0,1.0,1.0,5.0,5.0,10.0,3.0,7.0,7.0,8.0,5.0,Единая Россия,False,False,False,False,False
