ID,Время создания,Время изменения,Ваш пол,Сколько вам лет?,"Укажите тип населённого пункта, в котором вы проживаете.",Источник ответов,Кого бы вы НЕ хотели видеть своим соседом? / Наркозависимого,Кого бы вы НЕ хотели видеть своим соседом? / Человека другой расы,Кого бы вы НЕ хотели видеть своим соседом? / Гомосексуала,Кого бы вы НЕ хотели видеть своим соседом? / Иммигранта,Кого бы вы НЕ хотели видеть своим соседом? / Человека другой религии,Кого бы вы НЕ хотели видеть своим соседом? / Не против любого из перечисленных,"Согласны ли вы с утверждением: В целом, из мужчин получаются более хорошие политические лидеры, чем из женщин?","Согласны ли вы с утверждением: Гомосексуальные пары такие же хорошие родители, как и другие пары?",Согласны ли вы с утверждением: Религия играет важную роль в моей жизни.,Могли бы вы посетить несанкционированный политический митинг?,Доверяете ли вы Правительству?,Доверяете ли вы полиции?,"Согласны ли вы с утверждением: Среди политических лидеров женщины более компетентны, чем мужчины",Одобряете ли вы деятельность Владимира Путина?,"По вашему мнению, как часто в вашей стране фальсифицируют выборы?","По вашему мнению, какой должна быть иммиграционная политика?",Доверяете ли вы движениям за женские права?,"Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Для мужчины оправдано ударить свою жену","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Гомосексуализм - это норма","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Проституция может быть оправдана","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Аборт может быть оправдан","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Родители могут ударить своего ребёнка","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Секс до брака - это норма","""Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен)"""" / Религия НЕ играет важную роль в моей жизни","""Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен)"""" / Мужчины лучше справляются с ответственными должностями","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Самоубийство может быть оправдано","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Эвтаназия может быть оправдана","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Случайные половые связи могут быть оправданы","За какую партию вы бы проголосовали, если бы выборы были бы завтра?"
1065653668,2022-01-21 14:04:35,2022-01-21 14:04:35,Женский,более 50,средний город (50-100 тыс. жителей),female_50,Наркозависимого,,Гомосексуала,,,,Полностью не согласен,Полностью не согласен,Абсолютно не согласен,Затрудняюсь ответить,Полностью не доверяю,Полностью не доверяю,Абсолютно согласен,Не одобряю,Очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Абсолютно доверяю,1.0,1.0,1.0,1.0,6.0,3.0,1.0,1.0,1.0,1.0,1.0,Партия пенсионеров
1065617336,2022-01-21 13:40:20,2022-01-21 13:40:20,Женский,более 50,крупный город (свыше 500 тыс. жителей),female_50,Наркозависимого,,,Иммигранта,,,Затрудняюсь ответить,Скорее не согласен,Скорее не согласен,Никогда бы не посетил,Полностью доверяю,Скорее доверяю,Скорее не согласен,Одобряю,Совсем не часто,Запретить приезжать сюда из других стран,Скорее не доверяю,1.0,1.0,5.0,10.0,3.0,6.0,6.0,9.0,5.0,10.0,6.0,ЛДПР
1065609155,2022-01-21 13:34:37,2022-01-21 13:34:37,Женский,более 50,средний город (50-100 тыс. жителей),female_50,Наркозависимого,,,,,,Скорее согласен,Затрудняюсь ответить,Затрудняюсь ответить,Никогда бы не посетил,Скорее не доверяю,Полностью не доверяю,Скорее не согласен,Одобряю,Не очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее не доверяю,1.0,1.0,1.0,5.0,1.0,10.0,5.0,5.0,1.0,10.0,5.0,Единая Россия
1065604784,2022-01-21 13:31:36,2022-01-21 13:31:36,Женский,более 50,средний город (50-100 тыс. жителей),female_50,Наркозависимого,,,,,,Скорее не согласен,Затрудняюсь ответить,Скорее не согласен,Никогда бы не посетил,Скорее не доверяю,Полностью не доверяю,Скорее не согласен,Одобряю,Не очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Абсолютно не доверяю,1.0,1.0,1.0,5.0,1.0,10.0,5.0,5.0,1.0,10.0,5.0,Единая Россия
1065598886,2022-01-21 13:27:37,2022-01-21 13:27:37,Женский,более 50,средний город (50-100 тыс. жителей),female_50,Наркозависимого,,,,,,Скорее согласен,"Ни согласен, ни несогласен",Скорее согласен,Никогда бы не посетил,Скорее доверяю,Скорее доверяю,Скорее не согласен,Одобряю,Скорее часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее доверяю,1.0,3.0,2.0,10.0,6.0,10.0,6.0,8.0,1.0,8.0,7.0,Единая Россия
1065597189,2022-01-21 13:26:26,2022-01-21 13:26:26,Женский,более 50,крупный город (свыше 500 тыс. жителей),female_50,Наркозависимого,,,,,,Полностью согласен,Полностью согласен,Абсолютно согласен,Затрудняюсь ответить,Скорее доверяю,Скорее доверяю,Абсолютно согласен,Затрудняюсь ответить,Очень часто,Мы должны пускать всех желающих,Абсолютно доверяю,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,КПРФ
1065594399,2022-01-21 13:24:27,2022-01-21 13:24:27,Женский,более 50,средний город (50-100 тыс. жителей),female_50,Наркозависимого,,Гомосексуала,,,,Скорее не согласен,Полностью согласен,Скорее не согласен,Никогда бы не посетил,Скорее доверяю,Скорее не доверяю,Скорее не согласен,Одобряю,Затрудняюсь ответить,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Абсолютно не доверяю,1.0,2.0,2.0,9.0,2.0,10.0,2.0,6.0,1.0,10.0,3.0,Партия пенсионеров
1065591374,2022-01-21 13:22:25,2022-01-21 13:22:25,Женский,более 50,крупный город (свыше 500 тыс. жителей),female_50,Наркозависимого,,Гомосексуала,,,,Скорее не согласен,Полностью не согласен,Скорее согласен,Никогда бы не посетил,Скорее доверяю,Скорее доверяю,Скорее не согласен,Одобряю,Скорее часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее доверяю,1.0,2.0,4.0,8.0,1.0,3.0,3.0,4.0,1.0,1.0,2.0,Единая Россия
1065591090,2022-01-21 13:22:12,2022-01-21 13:22:12,Женский,более 50,крупный город (свыше 500 тыс. жителей),female_50,Наркозависимого,,,,,,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Партия пенсионеров
1065585581,2022-01-21 13:18:17,2022-01-21 13:18:17,Женский,более 50,крупный город (свыше 500 тыс. жителей),female_50,,,,,,Не против любого из перечисленных,Скорее согласен,Полностью не согласен,Абсолютно согласен,Никогда бы не посетил,Полностью доверяю,Полностью доверяю,Абсолютно не согласен,Одобряю,Совсем не часто,Запретить приезжать сюда из других стран,Абсолютно не доверяю,1.0,1.0,5.0,8.0,5.0,5.0,1.0,10.0,5.0,7.0,8.0,Справедливая Россия - За Правду
1065584556,2022-01-21 13:17:35,2022-01-21 13:17:35,Женский,более 50,крупный город (свыше 500 тыс. жителей),female_50,Наркозависимого,,Гомосексуала,,Человека другой религии,,Скорее не согласен,Полностью не согласен,Скорее не согласен,Никогда бы не посетил,Скорее доверяю,Скорее не доверяю,Затрудняюсь ответить,Одобряю,Скорее часто,Затрудняюсь ответить,Абсолютно не доверяю,1.0,1.0,1.0,3.0,1.0,10.0,6.0,1.0,1.0,6.0,2.0,Партия Роста
1065584448,2022-01-21 13:17:31,2022-01-21 13:17:31,Женский,более 50,малый город (до 50 тыс. жителей),female_50,Наркозависимого,,,,,,Скорее согласен,Скорее не согласен,Абсолютно не согласен,Мог бы посетить,Скорее не доверяю,Скорее не доверяю,Скорее не согласен,Не одобряю,Скорее часто,"Пускать всех желающих до тех пор, пока есть рабочие места",Затрудняюсь ответить,1.0,10.0,10.0,6.0,10.0,10.0,10.0,7.0,8.0,8.0,2.0,Гражданская платформа
1065579833,2022-01-21 13:14:23,2022-01-21 13:14:23,Женский,более 50,средний город (50-100 тыс. жителей),female_50,Наркозависимого,Человека другой расы,Гомосексуала,Иммигранта,Человека другой религии,,Скорее не согласен,Полностью не согласен,Скорее согласен,Мог бы посетить,Полностью не доверяю,Полностью не доверяю,Абсолютно не согласен,Не одобряю,Очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее не доверяю,1.0,1.0,1.0,10.0,1.0,6.0,1.0,8.0,1.0,9.0,2.0,Справедливая Россия - За Правду
1068861649,2022-01-23 19:16:29,2022-01-23 19:16:29,Мужской,30-49,сельский населённый пункт,female_50,,,,,,Не против любого из перечисленных,Скорее согласен,Скорее согласен,Скорее не согласен,Никогда бы не посетил,Скорее не доверяю,Скорее доверяю,Абсолютно не согласен,Не одобряю,Скорее часто,"Пускать всех желающих до тех пор, пока есть рабочие места",Абсолютно не доверяю,1.0,1.0,10.0,5.0,1.0,10.0,1.0,10.0,1.0,10.0,5.0,КПРФ
1068403226,2022-01-23 13:38:06,2022-01-23 13:38:06,Женский,более 50,крупный город (свыше 500 тыс. жителей),female_50,Наркозависимого,,,,,,Полностью не согласен,Затрудняюсь ответить,Абсолютно не согласен,Затрудняюсь ответить,Скорее не доверяю,Скорее не доверяю,Абсолютно не согласен,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,1.0,1.0,1.0,10.0,1.0,1.0,10.0,1.0,1.0,5.0,1.0,Справедливая Россия - За Правду
1067933342,2022-01-23 05:02:52,2022-01-23 05:02:52,Женский,более 50,средний город (50-100 тыс. жителей),female_50,Наркозависимого,,Гомосексуала,,,,Скорее согласен,Полностью не согласен,Скорее не согласен,Затрудняюсь ответить,Полностью доверяю,Скорее доверяю,Скорее не согласен,Одобряю,Скорее часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее доверяю,9.0,1.0,5.0,10.0,4.0,6.0,10.0,5.0,1.0,4.0,1.0,Единая Россия
1067920421,2022-01-23 04:13:14,2022-01-23 04:13:14,Женский,более 50,крупный город (свыше 500 тыс. жителей),female_50,,,,,,Не против любого из перечисленных,Скорее согласен,Полностью не согласен,Скорее не согласен,Никогда бы не посетил,Скорее доверяю,Скорее доверяю,Скорее не согласен,Одобряю,Совсем не часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее не доверяю,1.0,1.0,1.0,10.0,1.0,3.0,8.0,8.0,1.0,3.0,3.0,Единая Россия
1065576533,2022-01-21 13:12:06,2022-01-21 13:12:06,Женский,более 50,крупный город (свыше 500 тыс. жителей),female_50,Наркозависимого,,Гомосексуала,,,,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Никогда бы не посетил,Затрудняюсь ответить,Скорее не доверяю,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Затрудняюсь ответить,1.0,1.0,1.0,5.0,2.0,2.0,6.0,6.0,1.0,6.0,2.0,Коммунистическая партия Коммунисты России
1065575386,2022-01-21 13:11:20,2022-01-21 13:11:20,Мужской,30-49,малый город (до 50 тыс. жителей),female_50,Наркозависимого,,,,,,Полностью согласен,"Ни согласен, ни несогласен",Абсолютно согласен,Никогда бы не посетил,Скорее доверяю,Полностью доверяю,Скорее не согласен,Одобряю,Очень часто,Мы должны пускать всех желающих,Скорее доверяю,2.0,1.0,2.0,2.0,2.0,8.0,1.0,8.0,5.0,1.0,5.0,Единая Россия
1065575251,2022-01-21 13:11:15,2022-01-21 13:11:15,Женский,более 50,крупный город (свыше 500 тыс. жителей),female_50,Наркозависимого,,,,,,Скорее согласен,Скорее согласен,Абсолютно не согласен,Никогда бы не посетил,Полностью не доверяю,Полностью не доверяю,Скорее не согласен,Затрудняюсь ответить,Очень часто,Затрудняюсь ответить,Скорее не доверяю,1.0,2.0,4.0,4.0,2.0,10.0,10.0,8.0,1.0,6.0,5.0,Зелёные
1065573912,2022-01-21 13:10:18,2022-01-21 13:10:18,Женский,более 50,малый город (до 50 тыс. жителей),female_50,,,,,,Не против любого из перечисленных,Полностью согласен,Полностью согласен,Абсолютно согласен,Никогда бы не посетил,Полностью доверяю,Скорее не доверяю,Абсолютно согласен,Одобряю,Не очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее не доверяю,1.0,1.0,1.0,4.0,1.0,7.0,1.0,5.0,1.0,1.0,1.0,Единая Россия
1065164159,2022-01-21 07:36:10,2022-01-21 07:36:10,Женский,более 50,малый город (до 50 тыс. жителей),female_50,Наркозависимого,,Гомосексуала,,Человека другой религии,,Скорее согласен,Затрудняюсь ответить,Скорее согласен,Затрудняюсь ответить,Скорее доверяю,Скорее не доверяю,Скорее согласен,Одобряю,Не очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее доверяю,5.0,1.0,1.0,3.0,2.0,3.0,3.0,6.0,1.0,3.0,2.0,Единая Россия
1064777808,2022-01-20 20:33:12,2022-01-20 20:33:12,Женский,более 50,средний город (50-100 тыс. жителей),female_50,Наркозависимого,,,,,,Полностью согласен,Скорее не согласен,Скорее согласен,Затрудняюсь ответить,Скорее не доверяю,Скорее не доверяю,Абсолютно согласен,Одобряю,Очень часто,Затрудняюсь ответить,Затрудняюсь ответить,1.0,10.0,10.0,1.0,1.0,10.0,10.0,10.0,1.0,10.0,1.0,КПРФ
1064676255,2022-01-20 19:18:06,2022-01-20 19:18:06,Женский,более 50,посёлок городского типа,female_50,Наркозависимого,,Гомосексуала,Иммигранта,,,Скорее согласен,Полностью не согласен,Скорее не согласен,Никогда бы не посетил,Скорее доверяю,Скорее доверяю,Скорее не согласен,Одобряю,Совсем не часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее не доверяю,1.0,1.0,1.0,6.0,1.0,10.0,6.0,8.0,5.0,5.0,2.0,Единая Россия
1064665243,2022-01-20 19:10:01,2022-01-20 19:10:01,Женский,более 50,крупный город (свыше 500 тыс. жителей),female_50,Наркозависимого,,,,,,Скорее согласен,Полностью не согласен,Абсолютно согласен,Затрудняюсь ответить,Скорее доверяю,Скорее доверяю,Скорее не согласен,Одобряю,Затрудняюсь ответить,Мы должны пускать всех желающих,Скорее доверяю,1.0,2.0,7.0,3.0,10.0,3.0,1.0,8.0,1.0,3.0,1.0,Единая Россия
1064618845,2022-01-20 18:35:32,2022-01-20 18:35:32,Женский,более 50,крупный город (свыше 500 тыс. жителей),female_50,,Человека другой расы,,,,,Скорее не согласен,Скорее не согласен,Затрудняюсь ответить,Никогда бы не посетил,Скорее доверяю,Скорее доверяю,Скорее не согласен,Одобряю,Не очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее не доверяю,1.0,1.0,1.0,9.0,4.0,9.0,7.0,6.0,4.0,5.0,5.0,Единая Россия
1064568594,2022-01-20 17:58:24,2022-01-20 17:58:24,Женский,более 50,крупный город (свыше 500 тыс. жителей),female_50,Наркозависимого,,,,,,Затрудняюсь ответить,Полностью не согласен,Скорее не согласен,Затрудняюсь ответить,Затрудняюсь ответить,Скорее не доверяю,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Запретить приезжать сюда из других стран,Скорее не доверяю,1.0,1.0,1.0,2.0,2.0,3.0,4.0,5.0,2.0,4.0,2.0,Партия пенсионеров
1063973590,2022-01-20 11:38:01,2022-01-20 11:38:01,Женский,более 50,малый город (до 50 тыс. жителей),female_50,Наркозависимого,,,,,,Скорее согласен,Скорее согласен,Скорее не согласен,Мог бы посетить,Скорее не доверяю,Скорее не доверяю,Скорее не согласен,Затрудняюсь ответить,Затрудняюсь ответить,Запретить приезжать сюда из других стран,Скорее не доверяю,1.0,5.0,5.0,10.0,5.0,10.0,5.0,5.0,10.0,10.0,5.0,КПРФ
1063801175,2022-01-20 09:37:51,2022-01-20 09:37:51,Женский,более 50,посёлок городского типа,female_50,Наркозависимого,,,,,,Полностью не согласен,Полностью не согласен,Абсолютно согласен,Никогда бы не посетил,Скорее доверяю,Скорее доверяю,Скорее согласен,Одобряю,Затрудняюсь ответить,Затрудняюсь ответить,Скорее не доверяю,1.0,1.0,1.0,1.0,5.0,5.0,1.0,7.0,1.0,1.0,1.0,Единая Россия
1063054225,2022-01-19 18:25:03,2022-01-19 18:25:03,Женский,более 50,средний город (50-100 тыс. жителей),female_50,,,,,,Не против любого из перечисленных,Полностью не согласен,"Ни согласен, ни несогласен",Абсолютно не согласен,Никогда бы не посетил,Полностью не доверяю,Полностью не доверяю,Скорее согласен,Не одобряю,Очень часто,Запретить приезжать сюда из других стран,Скорее доверяю,1.0,1.0,1.0,1.0,1.0,10.0,10.0,5.0,1.0,10.0,1.0,ЛДПР
1062986789,2022-01-19 17:39:44,2022-01-19 17:39:44,Женский,более 50,посёлок городского типа,female_50,Наркозависимого,,,,,,Затрудняюсь ответить,Полностью не согласен,Скорее согласен,Никогда бы не посетил,Полностью доверяю,Скорее доверяю,Затрудняюсь ответить,Одобряю,Затрудняюсь ответить,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее доверяю,1.0,5.0,7.0,1.0,1.0,10.0,3.0,5.0,1.0,5.0,4.0,Единая Россия
1062858491,2022-01-19 16:17:21,2022-01-19 16:17:21,Женский,более 50,малый город (до 50 тыс. жителей),female_50,Наркозависимого,,Гомосексуала,,,,Полностью согласен,Полностью не согласен,Абсолютно согласен,Никогда бы не посетил,Полностью доверяю,Скорее доверяю,Абсолютно согласен,Одобряю,Затрудняюсь ответить,Затрудняюсь ответить,Абсолютно доверяю,1.0,1.0,1.0,1.0,10.0,6.0,1.0,10.0,1.0,1.0,5.0,Единая Россия
1062733581,2022-01-19 15:00:52,2022-01-19 15:00:52,Женский,более 50,крупный город (свыше 500 тыс. жителей),female_50,Наркозависимого,,,,,,Скорее согласен,Скорее согласен,Абсолютно не согласен,Уже посещал,Полностью не доверяю,Полностью не доверяю,Затрудняюсь ответить,Не одобряю,Очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее доверяю,1.0,3.0,3.0,4.0,3.0,4.0,9.0,5.0,2.0,5.0,3.0,ПАРНАС
1062687841,2022-01-19 14:33:05,2022-01-19 14:33:05,Женский,30-49,средний город (50-100 тыс. жителей),female_50,Наркозависимого,,,,,,Затрудняюсь ответить,Скорее согласен,Скорее согласен,Никогда бы не посетил,Скорее доверяю,Скорее доверяю,Затрудняюсь ответить,Одобряю,Затрудняюсь ответить,Затрудняюсь ответить,Скорее доверяю,1.0,1.0,1.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,Партия пенсионеров
1062171444,2022-01-19 08:53:36,2022-01-19 08:53:36,Женский,более 50,крупный город (свыше 500 тыс. жителей),female_50,Наркозависимого,,,,,,Скорее не согласен,Полностью не согласен,Абсолютно не согласен,Никогда бы не посетил,Затрудняюсь ответить,Затрудняюсь ответить,Скорее не согласен,Затрудняюсь ответить,Скорее часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Затрудняюсь ответить,1.0,1.0,1.0,4.0,1.0,6.0,7.0,7.0,6.0,8.0,7.0,Партия пенсионеров
1061894401,2022-01-19 00:15:07,2022-01-19 00:15:08,Женский,более 50,посёлок городского типа,female_50,Наркозависимого,,,,,,Полностью согласен,Затрудняюсь ответить,Скорее согласен,Мог бы посетить,Скорее не доверяю,Скорее доверяю,Затрудняюсь ответить,Не одобряю,Очень часто,Запретить приезжать сюда из других стран,Затрудняюсь ответить,1.0,1.0,1.0,5.0,1.0,4.0,1.0,3.0,2.0,3.0,2.0,Зелёные
1061785691,2022-01-18 22:19:54,2022-01-18 22:19:54,Женский,более 50,крупный город (свыше 500 тыс. жителей),female_50,Наркозависимого,,,,,,Полностью согласен,Скорее не согласен,Скорее не согласен,Мог бы посетить,Скорее доверяю,Скорее доверяю,Абсолютно не согласен,Одобряю,Совсем не часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее не доверяю,2.0,3.0,7.0,4.0,1.0,8.0,8.0,9.0,3.0,4.0,4.0,Единая Россия
