ID,Время создания,Время изменения,Ваш пол,Сколько вам лет?,"Укажите тип населённого пункта, в котором вы проживаете.",Источник ответов,Кого бы вы НЕ хотели видеть своим соседом? / Наркозависимого,Кого бы вы НЕ хотели видеть своим соседом? / Человека другой расы,Кого бы вы НЕ хотели видеть своим соседом? / Гомосексуала,Кого бы вы НЕ хотели видеть своим соседом? / Иммигранта,Кого бы вы НЕ хотели видеть своим соседом? / Человека другой религии,Кого бы вы НЕ хотели видеть своим соседом? / Не против любого из перечисленных,"Согласны ли вы с утверждением: В целом, из мужчин получаются более хорошие политические лидеры, чем из женщин?","Согласны ли вы с утверждением: Гомосексуальные пары такие же хорошие родители, как и другие пары?",Согласны ли вы с утверждением: Религия играет важную роль в моей жизни.,Могли бы вы посетить несанкционированный политический митинг?,Доверяете ли вы Правительству?,Доверяете ли вы полиции?,"Согласны ли вы с утверждением: Среди политических лидеров женщины более компетентны, чем мужчины",Одобряете ли вы деятельность Владимира Путина?,"По вашему мнению, как часто в вашей стране фальсифицируют выборы?","По вашему мнению, какой должна быть иммиграционная политика?",Доверяете ли вы движениям за женские права?,"Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Для мужчины оправдано ударить свою жену","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Гомосексуализм - это норма","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Проституция может быть оправдана","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Аборт может быть оправдан","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Родители могут ударить своего ребёнка","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Секс до брака - это норма","""Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен)"""" / Религия НЕ играет важную роль в моей жизни","""Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен)"""" / Мужчины лучше справляются с ответственными должностями","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Самоубийство может быть оправдано","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Эвтаназия может быть оправдана","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Случайные половые связи могут быть оправданы","За какую партию вы бы проголосовали, если бы выборы были бы завтра?",failed_sexism_check,failed_religion_check,invalid_age,invalid_sex,failed_control,Q18: Neighbors: Drug addicts,Q19: Neighbors: People of a different race,Q22: Neighbors: Homosexuals,Q21: Neighbors: Immigrants/foreign workers,Q23: Neighbors: People of a different religion,Q29: Men make better political leaders than women do,Q36: Homosexual couples are as good parents as other couples,Q212: Political action: Joining unofficial strikes,Q71: Confidence: The Government,Q69: Confidence: The Police,Q80: Confidence: The Women´s Movement,Q227: How often in country´s elections: Voters are bribed,Q130: Immigration policy preference,Q189: Justifiable: For a man to beat his wife,Q182: Justifiable: Homosexuality,Q183: Justifiable: Prostitution,Q184: Justifiable: Abortion,Q190: Justifiable: Parents beating children,Q186: Justifiable: Sex before marriage,Q187: Justifiable: Suicide,Q188: Justifiable: Euthanasia,Q193: Justifiable: Having casual sex
1067663807,2022-01-22 21:24:18,2022-01-22 21:24:18,Мужской,до 29,крупный город (свыше 500 тыс. жителей),male_29,Наркозависимого,,,,,,Затрудняюсь ответить,Полностью согласен,Затрудняюсь ответить,Никогда бы не посетил,Полностью не доверяю,Полностью не доверяю,Затрудняюсь ответить,Не одобряю,Совсем не часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Абсолютно доверяю,1.0,10.0,10.0,5.0,1.0,10.0,8.0,1.0,10.0,10.0,4.0,Партия пенсионеров,False,False,False,False,False,1,2,2,2,2,-1,1,3,4,4,1,4,3,1.0,10.0,10.0,5.0,1.0,10.0,10.0,10.0,4.0
1067663091,2022-01-22 21:23:44,2022-01-22 21:23:44,Мужской,до 29,средний город (50-100 тыс. жителей),male_29,,,,,,Не против любого из перечисленных,Полностью не согласен,Полностью согласен,Абсолютно не согласен,Затрудняюсь ответить,Скорее не доверяю,Скорее не доверяю,Абсолютно не согласен,Не одобряю,Очень часто,Мы должны пускать всех желающих,Скорее доверяю,1.0,10.0,8.0,10.0,1.0,10.0,10.0,1.0,10.0,10.0,10.0,Зелёные,True,False,False,False,True,2,2,2,2,2,4,1,-1,3,3,2,1,1,1.0,10.0,8.0,10.0,1.0,10.0,10.0,10.0,10.0
1067661667,2022-01-22 21:22:43,2022-01-22 21:22:43,Мужской,30-49,крупный город (свыше 500 тыс. жителей),male_29,,,,,,Не против любого из перечисленных,Скорее согласен,"Ни согласен, ни несогласен",Скорее не согласен,Никогда бы не посетил,Скорее доверяю,Скорее доверяю,Скорее не согласен,Одобряю,Не очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее не доверяю,1.0,8.0,5.0,8.0,5.0,8.0,6.0,7.0,1.0,8.0,4.0,ЛДПР,False,False,True,False,False,2,2,2,2,2,2,3,3,2,2,3,3,3,1.0,8.0,5.0,8.0,5.0,8.0,1.0,8.0,4.0
1067660129,2022-01-22 21:21:36,2022-01-22 21:21:36,Мужской,до 29,крупный город (свыше 500 тыс. жителей),male_29,Наркозависимого,,,,,,Затрудняюсь ответить,Затрудняюсь ответить,Скорее не согласен,Мог бы посетить,Скорее не доверяю,Скорее не доверяю,Скорее не согласен,Не одобряю,Очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее доверяю,1.0,3.0,6.0,7.0,2.0,10.0,10.0,5.0,1.0,1.0,8.0,Справедливая Россия - За Правду,True,False,False,False,True,1,2,2,2,2,-1,-1,2,3,3,2,1,3,1.0,3.0,6.0,7.0,2.0,10.0,1.0,1.0,8.0
1067659586,2022-01-22 21:21:12,2022-01-22 21:21:12,Мужской,30-49,крупный город (свыше 500 тыс. жителей),male_29,Наркозависимого,,,Иммигранта,,,Затрудняюсь ответить,Полностью согласен,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Скорее не доверяю,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Скорее доверяю,1.0,10.0,3.0,1.0,5.0,10.0,5.0,5.0,3.0,10.0,5.0,Единая Россия,False,False,True,False,False,1,2,2,1,2,-1,1,-1,-1,3,2,-1,-1,1.0,10.0,3.0,1.0,5.0,10.0,3.0,10.0,5.0
1067807625,2022-01-22 23:29:13,2022-01-22 23:29:13,Мужской,до 29,крупный город (свыше 500 тыс. жителей),male_29,Наркозависимого,,,,,,Скорее не согласен,"Ни согласен, ни несогласен",Скорее согласен,Уже посещал,Скорее не доверяю,Скорее доверяю,Скорее не согласен,Не одобряю,Не очень часто,Затрудняюсь ответить,Скорее не доверяю,4.0,3.0,6.0,4.0,4.0,7.0,7.0,4.0,9.0,5.0,7.0,Единая Россия,False,False,False,False,False,1,2,2,2,2,3,3,1,3,2,3,3,-1,4.0,3.0,6.0,4.0,4.0,7.0,9.0,5.0,7.0
1067797978,2022-01-22 23:18:46,2022-01-22 23:18:46,Мужской,до 29,средний город (50-100 тыс. жителей),male_29,Наркозависимого,,,Иммигранта,,,Скорее не согласен,Полностью согласен,Абсолютно не согласен,Никогда бы не посетил,Скорее не доверяю,Скорее доверяю,Скорее согласен,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Скорее не доверяю,1.0,10.0,3.0,10.0,1.0,10.0,10.0,5.0,1.0,10.0,1.0,Справедливая Россия - За Правду,False,False,False,False,False,1,2,2,1,2,3,1,3,3,2,3,-1,-1,1.0,10.0,3.0,10.0,1.0,10.0,1.0,10.0,1.0
1067796575,2022-01-22 23:17:13,2022-01-22 23:17:13,Мужской,до 29,крупный город (свыше 500 тыс. жителей),male_29,Наркозависимого,,,,,,Полностью согласен,Затрудняюсь ответить,Затрудняюсь ответить,Никогда бы не посетил,Скорее доверяю,Скорее доверяю,Затрудняюсь ответить,Одобряю,Не очень часто,Затрудняюсь ответить,Затрудняюсь ответить,1.0,1.0,1.0,1.0,1.0,1.0,10.0,5.0,1.0,1.0,1.0,Единая Россия,True,True,False,False,True,1,2,2,2,2,1,-1,3,2,2,-1,3,-1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1067795375,2022-01-22 23:15:54,2022-01-22 23:15:54,Мужской,до 29,крупный город (свыше 500 тыс. жителей),male_29,Наркозависимого,,,,Человека другой религии,,Скорее не согласен,Скорее согласен,Скорее согласен,Никогда бы не посетил,Скорее не доверяю,Скорее не доверяю,Скорее согласен,Не одобряю,Скорее часто,"Пускать всех желающих до тех пор, пока есть рабочие места",Скорее не доверяю,5.0,5.0,4.0,5.0,5.0,8.0,4.0,5.0,4.0,4.0,1.0,Партия пенсионеров,False,False,False,False,False,1,2,2,2,1,3,2,3,3,3,3,2,2,5.0,5.0,4.0,5.0,5.0,8.0,4.0,4.0,1.0
1067782864,2022-01-22 23:03:14,2022-01-22 23:03:14,Мужской,более 50,крупный город (свыше 500 тыс. жителей),male_29,Наркозависимого,,,Иммигранта,,,Полностью согласен,Полностью не согласен,Скорее не согласен,Никогда бы не посетил,Скорее не доверяю,Скорее доверяю,Абсолютно не согласен,Затрудняюсь ответить,Не очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Затрудняюсь ответить,1.0,1.0,6.0,10.0,1.0,10.0,8.0,8.0,7.0,7.0,8.0,КПРФ,False,False,True,False,False,1,2,2,1,2,1,5,3,3,2,-1,3,3,1.0,1.0,6.0,10.0,1.0,10.0,7.0,7.0,8.0
1067738265,2022-01-22 22:22:37,2022-01-22 22:22:37,Мужской,30-49,крупный город (свыше 500 тыс. жителей),male_29,Наркозависимого,Человека другой расы,,Иммигранта,Человека другой религии,,Скорее согласен,"Ни согласен, ни несогласен",Скорее не согласен,Никогда бы не посетил,Скорее не доверяю,Скорее не доверяю,Абсолютно не согласен,Не одобряю,Очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Абсолютно не доверяю,3.0,4.0,6.0,10.0,7.0,10.0,7.0,8.0,5.0,9.0,6.0,Партия Роста,False,False,True,False,False,1,1,2,1,1,2,3,3,3,3,4,1,3,3.0,4.0,6.0,10.0,7.0,10.0,5.0,9.0,6.0
1067737724,2022-01-22 22:22:11,2022-01-22 22:22:11,Мужской,до 29,средний город (50-100 тыс. жителей),male_29,Наркозависимого,,,,,,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Скорее доверяю,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Мы должны пускать всех желающих,Затрудняюсь ответить,1.0,5.0,5.0,9.0,4.0,10.0,4.0,5.0,2.0,5.0,5.0,Зелёные,False,False,False,False,False,1,2,2,2,2,-1,-1,-1,-1,2,-1,-1,1,1.0,5.0,5.0,9.0,4.0,10.0,2.0,5.0,5.0
1067729633,2022-01-22 22:15:20,2022-01-22 22:15:20,Мужской,до 29,средний город (50-100 тыс. жителей),male_29,Наркозависимого,Человека другой расы,Гомосексуала,Иммигранта,,,Полностью согласен,Полностью не согласен,Абсолютно согласен,Никогда бы не посетил,Полностью доверяю,Полностью доверяю,Абсолютно не согласен,Затрудняюсь ответить,Очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Абсолютно не доверяю,1.0,1.0,1.0,1.0,4.0,1.0,1.0,8.0,1.0,1.0,1.0,Справедливая Россия - За Правду,False,False,False,False,False,1,1,1,1,2,1,5,3,1,1,4,1,3,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0
1067724634,2022-01-22 22:11:17,2022-01-22 22:11:17,Мужской,до 29,крупный город (свыше 500 тыс. жителей),male_29,Наркозависимого,,,,,,Скорее согласен,Полностью не согласен,Абсолютно не согласен,Мог бы посетить,Полностью не доверяю,Скорее не доверяю,Скорее согласен,Не одобряю,Скорее часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Абсолютно не доверяю,1.0,1.0,1.0,1.0,1.0,3.0,10.0,6.0,1.0,4.0,4.0,КПРФ,False,False,False,False,False,1,2,2,2,2,2,5,2,4,3,4,2,3,1.0,1.0,1.0,1.0,1.0,3.0,1.0,4.0,4.0
1067657466,2022-01-22 21:19:40,2022-01-22 21:19:40,Мужской,до 29,средний город (50-100 тыс. жителей),male_29,Наркозависимого,,,Иммигранта,,,Скорее не согласен,"Ни согласен, ни несогласен",Абсолютно не согласен,Никогда бы не посетил,Скорее доверяю,Скорее доверяю,Затрудняюсь ответить,Одобряю,Не очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Затрудняюсь ответить,1.0,4.0,6.0,10.0,5.0,5.0,10.0,2.0,3.0,10.0,1.0,Единая Россия,True,False,False,False,True,1,2,2,1,2,3,3,3,2,2,-1,3,3,1.0,4.0,6.0,10.0,5.0,5.0,3.0,10.0,1.0
1067657021,2022-01-22 21:19:20,2022-01-22 21:19:20,Мужской,до 29,крупный город (свыше 500 тыс. жителей),male_29,Наркозависимого,,,Иммигранта,Человека другой религии,,Скорее не согласен,Полностью согласен,Абсолютно не согласен,Никогда бы не посетил,Полностью не доверяю,Полностью не доверяю,Скорее согласен,Не одобряю,Скорее часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее доверяю,1.0,10.0,10.0,10.0,3.0,10.0,10.0,8.0,10.0,10.0,10.0,Яблоко,False,False,False,False,False,1,2,2,1,1,3,1,3,4,4,2,2,3,1.0,10.0,10.0,10.0,3.0,10.0,10.0,10.0,10.0
1067655630,2022-01-22 21:18:23,2022-01-22 21:18:23,Мужской,до 29,средний город (50-100 тыс. жителей),male_29,,,,,,Не против любого из перечисленных,Скорее согласен,Затрудняюсь ответить,Абсолютно не согласен,Никогда бы не посетил,Скорее не доверяю,Полностью не доверяю,Скорее не согласен,Не одобряю,Очень часто,"Пускать всех желающих до тех пор, пока есть рабочие места",Скорее не доверяю,1.0,8.0,10.0,10.0,1.0,10.0,10.0,6.0,6.0,10.0,10.0,ЛДПР,False,False,False,False,False,2,2,2,2,2,2,-1,3,3,4,3,1,2,1.0,8.0,10.0,10.0,1.0,10.0,6.0,10.0,10.0
1067655363,2022-01-22 21:18:12,2022-01-22 21:18:12,Мужской,до 29,средний город (50-100 тыс. жителей),male_29,Наркозависимого,,Гомосексуала,,,,Полностью согласен,"Ни согласен, ни несогласен",Абсолютно не согласен,Никогда бы не посетил,Скорее доверяю,Скорее доверяю,Абсолютно не согласен,Затрудняюсь ответить,Не очень часто,"Пускать всех желающих до тех пор, пока есть рабочие места",Абсолютно не доверяю,3.0,2.0,8.0,10.0,10.0,10.0,10.0,10.0,5.0,8.0,9.0,Единая Россия,False,False,False,False,False,1,2,1,2,2,1,3,3,2,2,4,3,2,3.0,2.0,8.0,10.0,10.0,10.0,5.0,8.0,9.0
1067654280,2022-01-22 21:17:26,2022-01-22 21:17:26,Женский,более 50,посёлок городского типа,male_29,,,,,Человека другой религии,,Скорее согласен,Полностью не согласен,Скорее не согласен,Мог бы посетить,Скорее доверяю,Скорее доверяю,Абсолютно согласен,Затрудняюсь ответить,Очень часто,Мы должны пускать всех желающих,Абсолютно доверяю,7.0,7.0,6.0,9.0,8.0,8.0,9.0,8.0,8.0,8.0,7.0,Партия пенсионеров,False,False,True,True,False,2,2,2,2,1,2,5,2,2,2,1,1,1,7.0,7.0,6.0,9.0,8.0,8.0,8.0,8.0,7.0
1021945080,2021-12-16 11:45:56,2021-12-16 11:45:56,Мужской,до 29,крупный город (свыше 500 тыс. жителей),male_29,Наркозависимого,,Гомосексуала,Иммигранта,,,Полностью согласен,Полностью не согласен,Абсолютно согласен,Никогда бы не посетил,Полностью доверяю,Полностью доверяю,Абсолютно согласен,Одобряю,Не очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Абсолютно не доверяю,1.0,1.0,1.0,5.0,1.0,7.0,5.0,6.0,1.0,6.0,1.0,Партия Роста,True,False,False,False,True,1,2,1,1,2,1,5,3,1,1,4,3,3,1.0,1.0,1.0,5.0,1.0,7.0,1.0,6.0,1.0
