ID,Время создания,Время изменения,Ваш пол,Сколько вам лет?,"Укажите тип населённого пункта, в котором вы проживаете.",Источник ответов,Кого бы вы НЕ хотели видеть своим соседом? / Наркозависимого,Кого бы вы НЕ хотели видеть своим соседом? / Человека другой расы,Кого бы вы НЕ хотели видеть своим соседом? / Гомосексуала,Кого бы вы НЕ хотели видеть своим соседом? / Иммигранта,Кого бы вы НЕ хотели видеть своим соседом? / Человека другой религии,Кого бы вы НЕ хотели видеть своим соседом? / Не против любого из перечисленных,"Согласны ли вы с утверждением: В целом, из мужчин получаются более хорошие политические лидеры, чем из женщин?","Согласны ли вы с утверждением: Гомосексуальные пары такие же хорошие родители, как и другие пары?",Согласны ли вы с утверждением: Религия играет важную роль в моей жизни.,Могли бы вы посетить несанкционированный политический митинг?,Доверяете ли вы Правительству?,Доверяете ли вы полиции?,"Согласны ли вы с утверждением: Среди политических лидеров женщины более компетентны, чем мужчины",Одобряете ли вы деятельность Владимира Путина?,"По вашему мнению, как часто в вашей стране фальсифицируют выборы?","По вашему мнению, какой должна быть иммиграционная политика?",Доверяете ли вы движениям за женские права?,"Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Для мужчины оправдано ударить свою жену","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Гомосексуализм - это норма","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Проституция может быть оправдана","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Аборт может быть оправдан","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Родители могут ударить своего ребёнка","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Секс до брака - это норма","""Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен)"""" / Религия НЕ играет важную роль в моей жизни","""Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен)"""" / Мужчины лучше справляются с ответственными должностями","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Самоубийство может быть оправдано","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Эвтаназия может быть оправдана","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Случайные половые связи могут быть оправданы","За какую партию вы бы проголосовали, если бы выборы были бы завтра?",failed_sexism_check,failed_religion_check,invalid_age,invalid_sex,failed_control,Q18: Neighbors: Drug addicts,Q19: Neighbors: People of a different race,Q22: Neighbors: Homosexuals,Q21: Neighbors: Immigrants/foreign workers,Q23: Neighbors: People of a different religion,Q29: Men make better political leaders than women do,Q36: Homosexual couples are as good parents as other couples,Q212: Political action: Joining unofficial strikes,Q71: Confidence: The Government,Q69: Confidence: The Police,Q80: Confidence: The Women´s Movement,Q227: How often in country´s elections: Voters are bribed,Q130: Immigration policy preference,Q189: Justifiable: For a man to beat his wife,Q182: Justifiable: Homosexuality,Q183: Justifiable: Prostitution,Q184: Justifiable: Abortion,Q190: Justifiable: Parents beating children,Q186: Justifiable: Sex before marriage,Q187: Justifiable: Suicide,Q188: Justifiable: Euthanasia,Q193: Justifiable: Having casual sex
1085257906,2022-02-04 19:27:45,2022-02-04 19:27:45,Женский,более 50,средний город (50-100 тыс. жителей),female_50,,,Гомосексуала,,,,Скорее не согласен,"Ни согласен, ни несогласен",Скорее не согласен,Мог бы посетить,Полностью не доверяю,Полностью не доверяю,Скорее не согласен,Не одобряю,Очень часто,Мы должны пускать всех желающих,Абсолютно не доверяю,1.0,1.0,3.0,1.0,3.0,3.0,7.0,10.0,1.0,1.0,1.0,Родина,False,False,False,False,False,2,2,1,2,2,3,3,2,4,4,4,1,1,1.0,1.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0
1085257893,2022-02-04 19:27:44,2022-02-04 19:27:44,Женский,более 50,средний город (50-100 тыс. жителей),female_50,Наркозависимого,,,,,,Полностью не согласен,Затрудняюсь ответить,Затрудняюсь ответить,Никогда бы не посетил,Затрудняюсь ответить,Скорее доверяю,Абсолютно согласен,Затрудняюсь ответить,Затрудняюсь ответить,Мы должны пускать всех желающих,Затрудняюсь ответить,1.0,1.0,1.0,1.0,1.0,10.0,1.0,1.0,1.0,1.0,1.0,Единая Россия,False,True,False,False,True,1,2,2,2,2,4,-1,3,-1,2,-1,-1,1,1.0,1.0,1.0,1.0,1.0,10.0,1.0,1.0,1.0
1085257874,2022-02-04 19:27:43,2022-02-04 19:27:43,Женский,более 50,сельский населённый пункт,female_50,Наркозависимого,,,,,,Затрудняюсь ответить,"Ни согласен, ни несогласен",Затрудняюсь ответить,Затрудняюсь ответить,Скорее доверяю,Скорее не доверяю,Затрудняюсь ответить,Одобряю,Скорее часто,Затрудняюсь ответить,Скорее доверяю,1.0,4.0,2.0,1.0,2.0,8.0,5.0,4.0,1.0,1.0,1.0,Единая Россия,False,False,False,False,False,1,2,2,2,2,-1,3,-1,2,3,2,2,-1,1.0,4.0,2.0,1.0,2.0,8.0,1.0,1.0,1.0
1085257852,2022-02-04 19:27:42,2022-02-04 19:27:42,Женский,более 50,средний город (50-100 тыс. жителей),female_50,Наркозависимого,,,,,,Скорее согласен,Полностью не согласен,Скорее согласен,Никогда бы не посетил,Скорее доверяю,Скорее доверяю,Скорее не согласен,Одобряю,Не очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее доверяю,1.0,1.0,5.0,5.0,5.0,8.0,3.0,7.0,2.0,7.0,7.0,Патриоты России,False,False,False,False,False,1,2,2,2,2,2,5,3,2,2,2,3,3,1.0,1.0,5.0,5.0,5.0,8.0,2.0,7.0,7.0
1085257805,2022-02-04 19:27:40,2022-02-04 19:27:40,Женский,более 50,посёлок городского типа,female_50,Наркозависимого,,,,,,Скорее согласен,Полностью не согласен,Скорее согласен,Никогда бы не посетил,Полностью доверяю,Скорее доверяю,Скорее не согласен,Одобряю,Затрудняюсь ответить,"Пускать всех желающих до тех пор, пока есть рабочие места",Скорее не доверяю,1.0,1.0,3.0,8.0,2.0,4.0,5.0,5.0,3.0,2.0,1.0,Единая Россия,False,False,False,False,False,1,2,2,2,2,2,5,3,1,2,3,-1,2,1.0,1.0,3.0,8.0,2.0,4.0,3.0,2.0,1.0
1085257692,2022-02-04 19:27:34,2022-02-04 19:27:34,Женский,более 50,средний город (50-100 тыс. жителей),female_50,,,,,,Не против любого из перечисленных,Скорее согласен,Полностью не согласен,Абсолютно не согласен,Никогда бы не посетил,Скорее не доверяю,Полностью не доверяю,Скорее не согласен,Затрудняюсь ответить,Затрудняюсь ответить,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее не доверяю,1.0,10.0,6.0,10.0,3.0,10.0,10.0,6.0,6.0,6.0,1.0,КПРФ,False,False,False,False,False,2,2,2,2,2,2,5,3,3,4,3,-1,3,1.0,10.0,6.0,10.0,3.0,10.0,6.0,6.0,1.0
1085257543,2022-02-04 19:27:26,2022-02-04 19:27:26,Женский,более 50,средний город (50-100 тыс. жителей),female_50,Наркозависимого,Человека другой расы,,,Человека другой религии,,Скорее не согласен,Полностью согласен,Абсолютно не согласен,Мог бы посетить,Затрудняюсь ответить,Скорее доверяю,Абсолютно согласен,Одобряю,Затрудняюсь ответить,"Пускать всех желающих до тех пор, пока есть рабочие места",Скорее доверяю,1.0,10.0,1.0,10.0,1.0,5.0,10.0,1.0,1.0,5.0,5.0,Партия пенсионеров,False,False,False,False,False,1,1,2,2,1,3,1,2,-1,2,2,-1,2,1.0,10.0,1.0,10.0,1.0,5.0,1.0,5.0,5.0
1085257459,2022-02-04 19:27:22,2022-02-04 19:27:22,Женский,более 50,сельский населённый пункт,female_50,Наркозависимого,,,,,,Полностью не согласен,Полностью не согласен,Скорее согласен,Никогда бы не посетил,Скорее доверяю,Полностью не доверяю,Затрудняюсь ответить,Одобряю,Затрудняюсь ответить,Запретить приезжать сюда из других стран,Скорее доверяю,1.0,10.0,10.0,10.0,10.0,10.0,3.0,10.0,4.0,10.0,10.0,Единая Россия,True,False,False,False,True,1,2,2,2,2,4,5,3,2,4,2,-1,4,1.0,10.0,10.0,10.0,10.0,10.0,4.0,10.0,10.0
1085257303,2022-02-04 19:27:14,2022-02-04 19:27:14,Женский,более 50,средний город (50-100 тыс. жителей),female_50,Наркозависимого,,,,,,Затрудняюсь ответить,Затрудняюсь ответить,Абсолютно не согласен,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Скорее часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее доверяю,1.0,5.0,7.0,6.0,1.0,9.0,5.0,3.0,1.0,1.0,4.0,Зелёные,False,True,False,False,True,1,2,2,2,2,-1,-1,-1,-1,-1,2,2,3,1.0,5.0,7.0,6.0,1.0,9.0,1.0,1.0,4.0
1085257134,2022-02-04 19:27:05,2022-02-04 19:27:05,Женский,более 50,крупный город (свыше 500 тыс. жителей),female_50,Наркозависимого,,Гомосексуала,,,,Скорее согласен,Полностью не согласен,Скорее согласен,Никогда бы не посетил,Полностью не доверяю,Полностью не доверяю,Абсолютно не согласен,Не одобряю,Очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее доверяю,4.0,1.0,1.0,5.0,5.0,2.0,1.0,10.0,1.0,3.0,1.0,КПРФ,False,False,False,False,False,1,2,1,2,2,2,5,3,4,4,2,1,3,4.0,1.0,1.0,5.0,5.0,2.0,1.0,3.0,1.0
1085257010,2022-02-04 19:26:58,2022-02-04 19:26:58,Женский,более 50,посёлок городского типа,female_50,Наркозависимого,,Гомосексуала,,,,Скорее согласен,Полностью согласен,Абсолютно не согласен,Мог бы посетить,Скорее не доверяю,Скорее не доверяю,Абсолютно не согласен,Затрудняюсь ответить,Скорее часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Абсолютно доверяю,1.0,1.0,5.0,10.0,5.0,10.0,10.0,10.0,1.0,10.0,5.0,Коммунистическая партия Коммунисты России,False,False,False,False,False,1,2,1,2,2,2,1,2,3,3,1,2,3,1.0,1.0,5.0,10.0,5.0,10.0,1.0,10.0,5.0
1085256479,2022-02-04 19:26:30,2022-02-04 19:26:30,Женский,более 50,крупный город (свыше 500 тыс. жителей),female_50,Наркозависимого,,Гомосексуала,,,,Затрудняюсь ответить,Затрудняюсь ответить,Скорее не согласен,Затрудняюсь ответить,Затрудняюсь ответить,Скорее не доверяю,Затрудняюсь ответить,Одобряю,Затрудняюсь ответить,Затрудняюсь ответить,Скорее не доверяю,1.0,1.0,3.0,4.0,1.0,5.0,1.0,5.0,5.0,7.0,5.0,Партия пенсионеров,False,True,False,False,True,1,2,1,2,2,-1,-1,-1,-1,3,3,-1,-1,1.0,1.0,3.0,4.0,1.0,5.0,5.0,7.0,5.0
1085256417,2022-02-04 19:26:27,2022-02-04 19:26:27,Женский,более 50,крупный город (свыше 500 тыс. жителей),female_50,Наркозависимого,,,,,,Полностью не согласен,Скорее не согласен,Абсолютно согласен,Мог бы посетить,Скорее доверяю,Скорее не доверяю,Скорее не согласен,Одобряю,Скорее часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее не доверяю,2.0,3.0,3.0,10.0,1.0,8.0,1.0,1.0,5.0,10.0,1.0,Единая Россия,False,False,False,False,False,1,2,2,2,2,4,4,2,2,3,3,2,3,2.0,3.0,3.0,10.0,1.0,8.0,5.0,10.0,1.0
1085256416,2022-02-04 19:26:27,2022-02-04 19:26:27,Женский,более 50,средний город (50-100 тыс. жителей),female_50,Наркозависимого,,,,,,Скорее согласен,Полностью не согласен,Скорее не согласен,Мог бы посетить,Скорее не доверяю,Скорее доверяю,Скорее не согласен,Затрудняюсь ответить,Скорее часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее не доверяю,1.0,10.0,7.0,10.0,6.0,8.0,9.0,7.0,7.0,10.0,8.0,Партия пенсионеров,False,False,False,False,False,1,2,2,2,2,2,5,2,3,2,3,2,3,1.0,10.0,7.0,10.0,6.0,8.0,7.0,10.0,8.0
1085256408,2022-02-04 19:26:27,2022-02-04 19:26:27,Женский,более 50,крупный город (свыше 500 тыс. жителей),female_50,Наркозависимого,,,,,,Скорее согласен,Полностью не согласен,Затрудняюсь ответить,Никогда бы не посетил,Скорее доверяю,Скорее доверяю,Скорее не согласен,Одобряю,Затрудняюсь ответить,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее доверяю,1.0,1.0,4.0,3.0,1.0,3.0,8.0,3.0,2.0,10.0,2.0,Единая Россия,False,False,False,False,False,1,2,2,2,2,2,5,3,2,2,2,-1,3,1.0,1.0,4.0,3.0,1.0,3.0,2.0,10.0,2.0
1085256395,2022-02-04 19:26:26,2022-02-04 19:26:26,Женский,более 50,крупный город (свыше 500 тыс. жителей),female_50,Наркозависимого,,Гомосексуала,,,,Скорее согласен,Полностью не согласен,Абсолютно не согласен,Мог бы посетить,Скорее не доверяю,Затрудняюсь ответить,Абсолютно не согласен,Затрудняюсь ответить,Очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее доверяю,1.0,1.0,1.0,5.0,1.0,3.0,5.0,7.0,1.0,6.0,2.0,Справедливая Россия - За Правду,False,True,False,False,True,1,2,1,2,2,2,5,2,3,-1,2,1,3,1.0,1.0,1.0,5.0,1.0,3.0,1.0,6.0,2.0
1085256343,2022-02-04 19:26:23,2022-02-04 19:26:23,Женский,более 50,посёлок городского типа,female_50,Наркозависимого,,,,,,Скорее не согласен,Полностью не согласен,Скорее согласен,Никогда бы не посетил,Затрудняюсь ответить,Скорее не доверяю,Скорее не согласен,Одобряю,Затрудняюсь ответить,"Пускать всех желающих до тех пор, пока есть рабочие места",Затрудняюсь ответить,1.0,1.0,6.0,10.0,1.0,10.0,2.0,1.0,8.0,8.0,8.0,КПРФ,False,False,False,False,False,1,2,2,2,2,3,5,3,-1,3,-1,-1,2,1.0,1.0,6.0,10.0,1.0,10.0,8.0,8.0,8.0
1085256253,2022-02-04 19:26:18,2022-02-04 19:26:18,Женский,более 50,крупный город (свыше 500 тыс. жителей),female_50,Наркозависимого,,Гомосексуала,Иммигранта,,,Полностью согласен,Полностью согласен,Абсолютно согласен,Затрудняюсь ответить,Скорее доверяю,Скорее доверяю,Скорее согласен,Одобряю,Скорее часто,Запретить приезжать сюда из других стран,Скорее доверяю,7.0,7.0,7.0,7.0,7.0,5.0,6.0,6.0,7.0,4.0,7.0,Коммунистическая партия Коммунисты России,False,True,False,False,True,1,2,1,1,2,1,1,-1,2,2,2,2,4,7.0,7.0,7.0,7.0,7.0,5.0,7.0,4.0,7.0
1085256185,2022-02-04 19:26:15,2022-02-04 19:26:15,Женский,более 50,сельский населённый пункт,female_50,Наркозависимого,,,,,,Затрудняюсь ответить,Полностью не согласен,Скорее не согласен,Никогда бы не посетил,Скорее доверяю,Скорее доверяю,Затрудняюсь ответить,Одобряю,Затрудняюсь ответить,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее доверяю,1.0,1.0,1.0,5.0,3.0,2.0,6.0,5.0,1.0,1.0,4.0,Единая Россия,False,False,False,False,False,1,2,2,2,2,-1,5,3,2,2,2,-1,3,1.0,1.0,1.0,5.0,3.0,2.0,1.0,1.0,4.0
1085256135,2022-02-04 19:26:13,2022-02-04 19:26:13,Женский,более 50,крупный город (свыше 500 тыс. жителей),female_50,Наркозависимого,,Гомосексуала,,,,Затрудняюсь ответить,Полностью не согласен,Затрудняюсь ответить,Затрудняюсь ответить,Скорее доверяю,Скорее доверяю,Затрудняюсь ответить,Одобряю,Не очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Затрудняюсь ответить,5.0,1.0,1.0,5.0,5.0,8.0,5.0,8.0,1.0,6.0,3.0,Справедливая Россия - За Правду,False,False,False,False,False,1,2,1,2,2,-1,5,-1,2,2,-1,3,3,5.0,1.0,1.0,5.0,5.0,8.0,1.0,6.0,3.0
1085256076,2022-02-04 19:26:09,2022-02-04 19:26:09,Женский,более 50,крупный город (свыше 500 тыс. жителей),female_50,Наркозависимого,Человека другой расы,Гомосексуала,,,,Полностью согласен,Затрудняюсь ответить,Абсолютно согласен,Никогда бы не посетил,Полностью доверяю,Затрудняюсь ответить,Скорее не согласен,Одобряю,Затрудняюсь ответить,Запретить приезжать сюда из других стран,Абсолютно доверяю,1.0,1.0,1.0,10.0,6.0,10.0,1.0,1.0,1.0,1.0,10.0,Зелёные,True,False,False,False,True,1,1,1,2,2,1,-1,3,1,-1,1,-1,4,1.0,1.0,1.0,10.0,6.0,10.0,1.0,1.0,10.0
1085255875,2022-02-04 19:25:58,2022-02-04 19:25:58,Женский,более 50,крупный город (свыше 500 тыс. жителей),female_50,Наркозависимого,,,,,,Скорее согласен,Затрудняюсь ответить,Абсолютно не согласен,Никогда бы не посетил,Скорее доверяю,Скорее доверяю,Скорее не согласен,Одобряю,Затрудняюсь ответить,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее доверяю,1.0,1.0,8.0,10.0,1.0,3.0,10.0,8.0,10.0,10.0,10.0,ЛДПР,False,False,False,False,False,1,2,2,2,2,2,-1,3,2,2,2,-1,3,1.0,1.0,8.0,10.0,1.0,3.0,10.0,10.0,10.0
